Pfam ID,Pfam Name,EC Class
pfam00488,MutS_V - MutS domain V,
pfam00489,IL6 - Interleukin-6/G-CSF/MGF family,
pfam00490,ALAD - Delta-aminolevulinic acid dehydratase,
pfam00491,Arginase - Arginase family,
pfam00493,MCM - MCM2/3/5 family,
pfam00494,SQS_PSY - Squalene/phytoene synthase,
pfam00496,"SBP_bac_5 - Bacterial extracellular solute-binding proteins, family 5 Middle",
pfam00497,"SBP_bac_3 - Bacterial extracellular solute-binding proteins, family 3",
pfam00498,FHA - FHA domain,
pfam00499,Oxidored_q3 - NADH-ubiquinone/plastoquinone oxidoreductase chain 6,
pfam00500,Late_protein_L1 - L1 (late) protein,
pfam00501,AMP-binding - AMP-binding enzyme,
pfam00502,Phycobilisome - Phycobilisome protein,
pfam00503,G-alpha - G-protein alpha subunit,
pfam00504,Chloroa_b-bind - Chlorophyll A-B binding protein,
pfam00505,HMG_box - HMG (high mobility group) box,
pfam00506,Flu_NP - Influenza virus nucleoprotein,
pfam00507,"Oxidored_q4 - NADH-ubiquinone/plastoquinone oxidoreductase, chain 3",
pfam00508,"PPV_E2_N - E2 (early) protein, N terminal",
pfam00509,Hemagglutinin - Haemagglutinin,
pfam00510,COX3 - Cytochrome c oxidase subunit III,
pfam00511,"PPV_E2_C - E2 (early) protein, C terminal",
pfam00512,HisKA - His Kinase A (phospho-acceptor) domain,
pfam00513,Late_protein_L2 - Late Protein L2,
pfam00514,Arm - Armadillo/beta-catenin-like repeat,
pfam00515,TPR_1 - Tetratricopeptide repeat,
pfam00516,GP120 - Envelope glycoprotein GP120,
pfam00517,GP41 - Retroviral envelope protein,
pfam00518,E6 - Early Protein (E6),
pfam00519,PPV_E1_C - Papillomavirus helicase,
pfam00520,Ion_trans - Ion transport protein,
pfam00521,"DNA_topoisoIV - DNA gyrase/topoisomerase IV, subunit A",
pfam00522,VPR - VPR/VPX protein,
pfam00523,Fusion_gly - Fusion glycoprotein F0,
pfam00524,"PPV_E1_N - E1 Protein, N terminal domain",
pfam00525,"Crystallin - Alpha crystallin A chain, N terminal",
pfam00526,Dicty_CTDC - Dictyostelium (slime mold) repeat,
pfam00527,"E7 - E7 protein, Early protein",
pfam00528,BPD_transp_1 - Binding-protein-dependent transport system inner membrane component,
pfam00529,HlyD - HlyD membrane-fusion protein of T1SS,
pfam00530,SRCR - Scavenger receptor cysteine-rich domain,
pfam00531,Death - Death domain,
pfam00532,Peripla_BP_1 - Periplasmic binding proteins and sugar binding domain of LacI family,
pfam00533,BRCT - BRCA1 C Terminus (BRCT) domain,
pfam00534,Glycos_transf_1 - Glycosyl transferases group 1,
pfam00535,Glycos_transf_2 - Glycosyl transferase family 2,
pfam00536,SAM_1 - SAM domain (Sterile alpha motif),
pfam00537,Toxin_3 - Scorpion toxin-like domain,
pfam00538,Linker_histone - linker histone H1 and H5 family,
pfam00539,Tat - Transactivating regulatory protein (Tat),
pfam00540,Gag_p17 - gag gene protein p17 (matrix protein),
pfam00541,Adeno_knob - Adenoviral fibre protein (knob domain),
pfam00542,Ribosomal_L12 - Ribosomal protein L7/L12 C-terminal domain,
pfam00543,P-II - Nitrogen regulatory protein P-II,
pfam00544,Pec_lyase_C - Pectate lyase,
pfam00545,Ribonuclease - ribonuclease,
pfam00547,"Urease_gamma - Urease, gamma subunit",
pfam00548,Peptidase_C3 - 3C cysteine protease (picornain 3C),
pfam00549,Ligase_CoA - CoA-ligase,
pfam00550,PP-binding - Phosphopantetheine attachment site,
pfam00551,Formyl_trans_N - Formyl transferase,
pfam00552,IN_DBD_C - Integrase DNA binding domain,
pfam00553,CBM_2 - Cellulose binding domain,
pfam00554,RHD_DNA_bind - Rel homology DNA-binding domain,
pfam00555,Endotoxin_M - delta endotoxin,
pfam00556,LHC - Antenna complex alpha/beta subunit,
pfam00557,Peptidase_M24 - Metallopeptidase family M24,
pfam00558,Vpu - Vpu protein,
pfam00559,Vif - Retroviral Vif (Viral infectivity) protein,
pfam00560,LRR_1 - Leucine Rich Repeat,
pfam00561,Abhydrolase_1 - alpha/beta hydrolase fold,
pfam00562,"RNA_pol_Rpb2_6 - RNA polymerase Rpb2, domain 6",
pfam00563,EAL - EAL domain,
pfam00564,PB1 - PB1 domain,
pfam00565,SNase - Staphylococcal nuclease homologue,
pfam00566,RabGAP-TBC - Rab-GTPase-TBC domain,
pfam00567,TUDOR - Tudor domain,
pfam00568,WH1 - WH1 domain,
pfam00569,"ZZ - Zinc finger, ZZ type",
pfam00570,HRDC - HRDC domain,
pfam00571,CBS - CBS domain,
pfam00572,Ribosomal_L13 - Ribosomal protein L13,
pfam00573,Ribosomal_L4 - Ribosomal protein L4/L1 family,
pfam00574,CLP_protease - Clp protease,
pfam00575,S1 - S1 RNA binding domain,
pfam00576,Transthyretin - HIUase/Transthyretin family,
pfam00577,Usher - Outer membrane usher protein,
pfam00578,AhpC-TSA - AhpC/TSA family,
pfam00579,tRNA-synt_1b - tRNA synthetases class I (W and Y),
pfam00580,UvrD-helicase - UvrD/REP helicase N-terminal domain,
pfam00581,Rhodanese - Rhodanese-like domain,
pfam00582,Usp - Universal stress protein family,
pfam00583,Acetyltransf_1 - Acetyltransferase (GNAT) family,
pfam00584,SecE - SecE/Sec61-gamma subunits of protein translocation complex,
pfam00585,Thr_dehydrat_C - C-terminal regulatory domain of Threonine dehydratase,
pfam00586,"AIRS - AIR synthase related protein, N-terminal domain",
pfam00587,"tRNA-synt_2b - tRNA synthetase class II core domain (G, H, P, S and T)",
pfam00588,SpoU_methylase - SpoU rRNA Methylase family,
pfam00589,Phage_integrase - Phage integrase family,
pfam00590,TP_methylase - Tetrapyrrole (Corrin/Porphyrin) Methylases,
pfam00591,"Glycos_transf_3 - Glycosyl transferase family, a/b domain",
pfam00593,TonB_dep_Rec - TonB dependent receptor,
pfam00594,Gla - Vitamin K-dependent carboxylation/gamma-carboxyglutamic (GLA) domain,
pfam00595,PDZ - PDZ domain (Also known as DHR or GLGF),
pfam00596,Aldolase_II - Class II Aldolase and Adducin N-terminal domain,
pfam00598,Flu_M1 - Influenza Matrix protein (M1),
pfam00599,Flu_M2 - Influenza Matrix protein (M2),
pfam00600,Flu_NS1 - Influenza non-structural protein (NS1),
pfam00601,Flu_NS2 - Influenza non-structural protein (NS2),
pfam00602,Flu_PB1 - Influenza RNA-dependent RNA polymerase subunit PB1,
pfam00603,Flu_PA - Influenza RNA-dependent RNA polymerase subunit PA,
pfam00604,Flu_PB2 - Influenza RNA-dependent RNA polymerase subunit PB2,
pfam00605,IRF - Interferon regulatory factor transcription factor,
pfam00606,Glycoprotein_B - Herpesvirus Glycoprotein B,
pfam00607,Gag_p24 - gag gene protein p24 (core nucleocapsid protein),
pfam00608,Adeno_shaft - Adenoviral fibre protein (repeat/shaft region),
pfam00609,DAGK_acc - Diacylglycerol kinase accessory domain,
pfam00610,"DEP - Domain found in Dishevelled, Egl-10, and Pleckstrin (DEP)",
pfam00611,"FCH - Fes/CIP4, and EFC/F-BAR homology domain",
pfam00612,IQ - IQ calmodulin-binding motif,
pfam00613,"PI3Ka - Phosphoinositide 3-kinase family, accessory domain (PIK domain)",
pfam00614,PLDc - Phospholipase D Active site motif,
pfam00615,RGS - Regulator of G protein signaling domain,
pfam00616,RasGAP - GTPase-activator protein for Ras-like GTPase,
pfam00617,RasGEF - RasGEF domain,
pfam00618,RasGEF_N - RasGEF N-terminal motif,
pfam00619,CARD - Caspase recruitment domain,
pfam00620,RhoGAP - RhoGAP domain,
pfam00621,RhoGEF - RhoGEF domain,
pfam00622,SPRY - SPRY domain,
pfam00623,"RNA_pol_Rpb1_2 - RNA polymerase Rpb1, domain 2",
pfam00624,Flocculin - Flocculin repeat,
pfam00625,Guanylate_kin - Guanylate kinase,
pfam00626,Gelsolin - Gelsolin repeat,
pfam00627,UBA - UBA/TS-N domain,
pfam00628,PHD - PHD-finger,
pfam00629,"MAM - MAM domain, meprin/A5/mu",
pfam00630,Filamin - Filamin/ABP280 repeat,
pfam00631,G-gamma - GGL domain,
pfam00632,HECT - HECT-domain (ubiquitin-transferase),
pfam00633,HHH - Helix-hairpin-helix motif,
pfam00634,BRCA2 - BRCA2 repeat,
pfam00635,Motile_Sperm - MSP (Major sperm protein) domain,
pfam00636,Ribonuclease_3 - Ribonuclease III domain,
pfam00637,Clathrin - Region in Clathrin and VPS,
pfam00638,Ran_BP1 - RanBP1 domain,
pfam00639,Rotamase - PPIC-type PPIASE domain,
pfam00640,PID - Phosphotyrosine interaction domain (PTB/PID),
pfam00641,zf-RanBP - Zn-finger in Ran binding protein and others,
pfam00642,zf-CCCH - Zinc finger C-x8-C-x5-C-x3-H type (and similar),
pfam00643,zf-B_box - B-box zinc finger,
pfam00644,PARP - Poly(ADP-ribose) polymerase catalytic domain,
pfam00645,zf-PARP - Poly(ADP-ribose) polymerase and DNA-Ligase Zn-finger region,
pfam00646,F-box - F-box domain,
pfam00647,"EF1G - Elongation factor 1 gamma, conserved domain",
pfam00648,Peptidase_C2 - Calpain family cysteine protease,
pfam00649,Copper-fist - Copper fist DNA binding domain,
pfam00650,CRAL_TRIO - CRAL/TRIO domain,
pfam00651,BTB - BTB/POZ domain,
pfam00652,Ricin_B_lectin - Ricin-type beta-trefoil lectin domain,
pfam00653,BIR - Inhibitor of Apoptosis domain,
pfam00654,Voltage_CLC - Voltage gated chloride channel,
pfam00656,Peptidase_C14 - Caspase domain,
pfam00657,Lipase_GDSL - GDSL-like Lipase/Acylhydrolase,
pfam00658,"PABP - Poly-adenylate binding protein, unique domain",
pfam00659,POLO_box - POLO box duplicated region,
pfam00660,SRP1_TIP1 - Seripauperin and TIP1 family,
pfam00661,Matrix - Viral matrix protein,
pfam00662,"Proton_antipo_N - NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminus",
pfam00664,ABC_membrane - ABC transporter transmembrane region,
pfam00665,rve - Integrase core domain,
pfam00666,Cathelicidins - Cathelicidin,
pfam00667,FAD_binding_1 - FAD binding domain,
pfam00668,Condensation - Condensation domain,
pfam00669,Flagellin_N - Bacterial flagellin N-terminal helical region,
pfam00670,"AdoHcyase_NAD - S-adenosyl-L-homocysteine hydrolase, NAD binding domain",
pfam00672,HAMP - HAMP domain,
pfam00673,Ribosomal_L5_C - ribosomal L5P family C-terminus,
pfam00674,DUP - DUP family,
pfam00675,Peptidase_M16 - Insulinase (Peptidase family M16),
pfam00676,E1_dh - Dehydrogenase E1 component,
pfam00677,Lum_binding - Lumazine binding domain,
pfam00679,EFG_C - Elongation factor G C-terminus,
pfam00680,RdRP_1 - RNA dependent RNA polymerase,
pfam00681,Plectin - Plectin repeat,
pfam00682,HMGL-like - HMGL-like,
pfam00683,TB - TB domain,
pfam00684,DnaJ_CXXCXGXG - DnaJ central domain,
pfam00685,Sulfotransfer_1 - Sulfotransferase domain,
pfam00686,CBM_20 - Starch binding domain,
pfam00687,Ribosomal_L1 - Ribosomal protein L1p/L10e family,
pfam00688,TGFb_propeptide - TGF-beta propeptide,
pfam00689,"Cation_ATPase_C - Cation transporting ATPase, C-terminus",
pfam00690,"Cation_ATPase_N - Cation transporter/ATPase, N-terminus",
pfam00691,OmpA - OmpA family,
pfam00692,dUTPase - dUTPase,
pfam00693,Herpes_TK - Thymidine kinase from herpesvirus,
pfam00694,Aconitase_C - Aconitase C-terminal domain,
pfam00695,vMSA - Major surface antigen from hepadnavirus,
pfam00696,AA_kinase - Amino acid kinase family,
pfam00697,PRAI - N-(5'phosphoribosyl)anthranilate (PRA) isomerase,
pfam00698,Acyl_transf_1 - Acyl transferase domain,
pfam00699,Urease_beta - Urease beta subunit,
pfam00700,Flagellin_C - Bacterial flagellin C-terminal helical region,
pfam00701,DHDPS - Dihydrodipicolinate synthetase family,
pfam00702,Hydrolase - haloacid dehalogenase-like hydrolase,
pfam00703,Glyco_hydro_2 - Glycosyl hydrolases family 2,
pfam00704,Glyco_hydro_18 - Glycosyl hydrolases family 18,
pfam00705,"PCNA_N - Proliferating cell nuclear antigen, N-terminal domain",
pfam00706,Toxin_4 - Anenome neurotoxin,
pfam00707,"IF3_C - Translation initiation factor IF-3, C-terminal domain",
pfam00708,Acylphosphatase - Acylphosphatase,
pfam00709,Adenylsucc_synt - Adenylosuccinate synthetase,
pfam00710,"Asparaginase - Asparaginase, N-terminal",
pfam00711,Defensin_beta - Beta defensin,
pfam00712,"DNA_pol3_beta - DNA polymerase III beta subunit, N-terminal domain",
pfam00713,Hirudin - Hirudin,
pfam00714,IFN-gamma - Interferon gamma,
pfam00715,IL2 - Interleukin 2,
pfam00716,Peptidase_S21 - Assemblin (Peptidase family S21),
pfam00717,Peptidase_S24 - Peptidase S24-like,
pfam00718,Polyoma_coat - Polyomavirus coat protein,
pfam00719,Pyrophosphatase - Inorganic pyrophosphatase,
pfam00720,SSI - Subtilisin inhibitor-like,
pfam00721,TMV_coat - Virus coat protein (TMV like),
pfam00722,Glyco_hydro_16 - Glycosyl hydrolases family 16,
pfam00723,Glyco_hydro_15 - Glycosyl hydrolases family 15,
pfam00724,Oxidored_FMN - NADH:flavin oxidoreductase / NADH oxidase family,
pfam00725,"3HCDH - 3-hydroxyacyl-CoA dehydrogenase, C-terminal domain",
pfam00726,IL10 - Interleukin 10,
pfam00727,IL4 - Interleukin 4,
pfam00728,"Glyco_hydro_20 - Glycosyl hydrolase family 20, catalytic domain",
pfam00729,Viral_coat - Viral coat protein (S domain),
pfam00730,HhH-GPD - HhH-GPD superfamily base excision DNA repair protein,
pfam00731,AIRC - AIR carboxylase,
pfam00732,GMC_oxred_N - GMC oxidoreductase,
pfam00733,Asn_synthase - Asparagine synthase,
pfam00734,CBM_1 - Fungal cellulose binding domain,
pfam00735,Septin - Septin,
pfam00736,EF1_GNE - EF-1 guanine nucleotide exchange domain,
pfam00737,PsbH - Photosystem II 10 kDa phosphoprotein,
pfam00738,Polyhedrin - Polyhedrin,
pfam00739,X - Trans-activation protein X,
pfam00740,Parvo_coat - Parvovirus coat protein VP2,
pfam00741,Gas_vesicle - Gas vesicle protein,
pfam00742,Homoserine_dh - Homoserine dehydrogenase,
pfam00743,FMO-like - Flavin-binding monooxygenase-like,
pfam00745,"GlutR_dimer - Glutamyl-tRNAGlu reductase, dimerisation domain",
pfam00746,Gram_pos_anchor - Gram positive anchor,
pfam00747,Viral_DNA_bp - ssDNA binding protein,
pfam00748,Calpain_inhib - Calpain inhibitor,
pfam00749,"tRNA-synt_1c - tRNA synthetases class I (E and Q), catalytic domain",
pfam00750,tRNA-synt_1d - tRNA synthetases class I (R),
pfam00751,DM - DM DNA binding domain,
pfam00752,XPG_N - XPG N-terminal domain,
pfam00753,Lactamase_B - Metallo-beta-lactamase superfamily,
pfam00754,F5_F8_type_C - F5/8 type C domain,
pfam00755,Carn_acyltransf - Choline/Carnitine o-acyltransferase,
pfam00756,Esterase - Putative esterase,
pfam00757,Furin-like - Furin-like cysteine rich region,
pfam00758,EPO_TPO - Erythropoietin/thrombopoietin,
pfam00759,Glyco_hydro_9 - Glycosyl hydrolase family 9,
pfam00760,Cucumo_coat - Cucumovirus coat protein,
pfam00761,Polyoma_coat2 - Polyomavirus coat protein,
pfam00762,Ferrochelatase - Ferrochelatase,
pfam00763,"THF_DHG_CYH - Tetrahydrofolate dehydrogenase/cyclohydrolase, catalytic domain",
pfam00764,Arginosuc_synth - Arginosuccinate synthase,
pfam00765,Autoind_synth - Autoinducer synthase,
pfam00766,ETF_alpha - Electron transfer flavoprotein FAD-binding domain,
pfam00767,Poty_coat - Potyvirus coat protein,
pfam00768,Peptidase_S11 - D-alanyl-D-alanine carboxypeptidase,
pfam00769,ERM - Ezrin/radixin/moesin family,
pfam00770,Peptidase_C5 - Adenovirus endoprotease,
pfam00771,FHIPEP - FHIPEP family,
pfam00772,DnaB - DnaB-like helicase N terminal domain,
pfam00773,RNB - RNB domain,
pfam00775,Dioxygenase_C - Dioxygenase,
pfam00777,Glyco_transf_29 - Glycosyltransferase family 29 (sialyltransferase),
pfam00778,DIX - DIX domain,
pfam00779,BTK - BTK motif,
pfam00780,CNH - CNH domain,
pfam00781,DAGK_cat - Diacylglycerol kinase catalytic domain,
pfam00782,"DSPc - Dual specificity phosphatase, catalytic domain",
pfam00784,MyTH4 - MyTH4 domain,
pfam00786,PBD - P21-Rho-binding domain,
pfam00787,PX - PX domain,
pfam00788,RA - Ras association (RalGDS/AF-6) domain,
pfam00789,UBX - UBX domain,
pfam00790,VHS - VHS domain,
pfam00791,ZU5 - ZU5 domain,
pfam00792,PI3K_C2 - Phosphoinositide 3-kinase C2,
pfam00793,DAHP_synth_1 - DAHP synthetase I family,
pfam00794,"PI3K_rbd - PI3-kinase family, ras-binding domain",
pfam00795,CN_hydrolase - Carbon-nitrogen hydrolase,
pfam00796,PSI_8 - Photosystem I reaction centre subunit VIII,
pfam00797,Acetyltransf_2 - N-acetyltransferase,
pfam00798,Arena_glycoprot - Arenavirus glycoprotein,
pfam00799,Gemini_AL1 - Geminivirus Rep catalytic domain,
pfam00800,PDT - Prephenate dehydratase,
pfam00801,PKD - PKD domain,
pfam00802,Glycoprotein_G - Pneumovirus attachment glycoprotein G,
pfam00803,3A - 3A/RNA2 movement protein family,
pfam00804,Syntaxin - Syntaxin,
pfam00805,Pentapeptide - Pentapeptide repeats (8 copies),
pfam00806,PUF - Pumilio-family RNA binding repeat,
pfam00807,Apidaecin - Apidaecin,
pfam00808,CBFD_NFYB_HMF - Histone-like transcription factor (CBF/NF-Y) and archaeal histone,
pfam00809,Pterin_bind - Pterin binding enzyme,
pfam00810,ER_lumen_recept - ER lumen protein retaining receptor,
pfam00811,Ependymin - Ependymin,
pfam00812,Ephrin - Ephrin,
pfam00813,FliP - FliP family,
pfam00814,Peptidase_M22 - Glycoprotease family,
pfam00815,Histidinol_dh - Histidinol dehydrogenase,
pfam00816,Histone_HNS - H-NS histone family,
pfam00817,IMS - impB/mucB/samB family,
pfam00818,Ice_nucleation - Ice nucleation protein repeat,
pfam00819,"Myotoxins - Myotoxin, crotamine",
pfam00820,Lipoprotein_1 - Borrelia lipoprotein,
pfam00821,PEPCK - Phosphoenolpyruvate carboxykinase,
pfam00822,PMP22_Claudin - PMP-22/EMP/MP20/Claudin family,
pfam00823,PPE - PPE family,
pfam00825,Ribonuclease_P - Ribonuclease P,
pfam00827,Ribosomal_L15e - Ribosomal L15,
pfam00828,"Ribosomal_L27A - Ribosomal proteins 50S-L15, 50S-L18e, 60S-L27A",
pfam00829,Ribosomal_L21p - Ribosomal prokaryotic L21 protein,
pfam00830,Ribosomal_L28 - Ribosomal L28 family,
pfam00831,Ribosomal_L29 - Ribosomal L29 protein,
pfam00832,Ribosomal_L39 - Ribosomal L39 protein,
pfam00833,Ribosomal_S17e - Ribosomal S17,
pfam00834,Ribul_P_3_epim - Ribulose-phosphate 3 epimerase family,
pfam00835,SNAP-25 - SNAP-25 family,
pfam00836,Stathmin - Stathmin family,
pfam00837,T4_deiodinase - Iodothyronine deiodinase,
pfam00838,TCTP - Translationally controlled tumour protein,
pfam00839,Cys_rich_FGFR - Cysteine rich repeat,
pfam00840,Glyco_hydro_7 - Glycosyl hydrolase family 7,
pfam00841,Protamine_P2 - Sperm histone P2,
pfam00842,"Ala_racemase_C - Alanine racemase, C-terminal domain",
pfam00843,Arena_nucleocap - Arenavirus nucleocapsid protein,
pfam00844,Gemini_coat - Geminivirus coat protein/nuclear export factor BR1 family,
pfam00845,Gemini_BL1 - Geminivirus BL1 movement protein,
pfam00846,Hanta_nucleocap - Hantavirus nucleocapsid protein,
pfam00847,AP2 - AP2 domain,
pfam00848,Ring_hydroxyl_A - Ring hydroxylating alpha subunit (catalytic domain),
pfam00849,PseudoU_synth_2 - RNA pseudouridylate synthase,
pfam00850,Hist_deacetyl - Histone deacetylase domain,
pfam00851,Peptidase_C6 - Helper component proteinase,
pfam00852,Glyco_transf_10 - Glycosyltransferase family 10 (fucosyltransferase) C-term,
pfam00853,Runt - Runt domain,
pfam00854,PTR2 - POT family,
pfam00855,PWWP - PWWP domain,
pfam00856,SET - SET domain,
pfam00857,Isochorismatase - Isochorismatase family,
pfam00858,ASC - Amiloride-sensitive sodium channel,
pfam00859,CTF_NFI - CTF/NF-I family transcription modulation region,
pfam00860,Xan_ur_permease - Permease family,
pfam00861,"Ribosomal_L18p - Ribosomal L18 of archaea, bacteria, mitoch. and chloroplast",
pfam00862,Sucrose_synth - Sucrose synthase,
pfam00863,Peptidase_C4 - Peptidase family C4,
pfam00864,P2X_receptor - ATP P2X receptor,
pfam00865,Osteopontin - Osteopontin,
pfam00866,Ring_hydroxyl_B - Ring hydroxylating beta subunit,
pfam00867,XPG_I - XPG I-region,
